country,employer_name,location_name,location_state,location_country,job_title,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,total
US/EU,johns hopkins  applied physics laboratory,"laurel, md, usa",MD,US,software developer,1.6,1.5,74500.0,0.0,0.0,0,74500.0
US/EU,braintree,chicago,,,senior software engineer,7.0,3.5,145000.0,5000.0,15000.0,20000,165000.0
US/EU,seven west media,australia,,AU,data analyst,1.0,1.0,62000.0,0.0,6000.0,0,68000.0
US/EU,captricity,"oakland, ca",CA,US,full stack developer,4.0,3.0,120000.0,0.0,0.0,0,120000.0
US/EU,adroll,san francisco,,,data scientist,3.0,1.5,150000.0,30000.0,30000.0,15000,210000.0
US/EU,twitter,san francisco,,,staff reliability engineer,8.0,4.0,153000.0,10000.0,,20000,163000.0
US/EU,unitedhealth group,"minneapolis, minnesota",MI,US,junior java developer,1.0,1.0,58000.0,0.0,0.0,0,58000.0
US/EU,tinder,los angeles,,,data scientist,1.5,1.0,112500.0,5000.0,,,117500.0
US/EU,b2b company,nyc,,,software engineer,11.0,0.75,130000.0,15000.0,0.0,0,145000.0
US/EU,new relic,"portland, or",OR,US,senior software engineer,10.0,2.0,120000.0,0.0,20000.0,,140000.0
US/EU,oracle,"sydney, australia",,AU,senior system administrator,7.0,1.0,72485.0,0.0,0.0,0,72485.0
US/EU,csra,"falls church, va, usa",VA,US,business analyst intern,2.0,1.0,44000.0,0.0,0.0,0,44000.0
US/EU,csra,"falls church, va, usa",VA,US,business analyst intern,2.0,1.0,44000.0,0.0,0.0,0,44000.0
US/EU,google,mountain view,,,senior software engineer,8.0,2.5,156800.0,3000.0,48000.0,40000,207800.0
US/EU,crosschx,"columbus, ohio",OH,US,software engineer,4.0,1.0,75000.0,0.0,0.0,0,75000.0
US/EU,turnpost,omaha,,,digital media developer,15.0,4.0,58000.0,0.0,1000.0,0,59000.0
US/EU,yelp,sf,,,swe,2.0,2.0,130000.0,10000.0,0.0,12500,140000.0
US/EU,everlane,san francisco,,,software engineer,3.0,1.0,105000.0,0.0,0.0,0,105000.0
US/EU,orchard platform,nyc,,,software engineer,15.0,1.0,150000.0,0.0,0.0,10000,150000.0
US/EU,microsoft,redmond,,,software development engineer ii,9.0,4.0,171000.0,0.0,25000.0,35000,196000.0
US/EU,ardx,norfolk,,,developer,3.0,3.0,48500.0,0.0,1500.0,0,50000.0
US/EU,faithlife,"bellingham, wa",WA,US,software engineer,2.0,2.0,75000.0,0.0,0.0,0,75000.0
US/EU,cisco,"los angeles, ca",CA,US,it engineer,15.0,2.0,125000.0,0.0,15000.0,0,140000.0
US/EU,zillow group,san francisco,,,sr. developer,10.0,,165000.0,20000.0,,,185000.0
US/EU,demandbase,san francisco,,,software engineer,2.5,1.0,117000.0,5000.0,8000.0,4000,130000.0
US/EU,conf,denver,,,business development,0.0,1.0,50000.0,0.0,0.0,1%,50000.0
US/EU,oregon state,"corvallis, or",OR,US,linux systems administrator,8.0,4.0,72000.0,5000.0,0.0,0,77000.0
US/EU,microsoft,seattle,,,software engineer ii,5.0,2.0,119000.0,5000.0,9000.0,4000,133000.0
US/EU,electronic arts,redwood shores,,,technical director,15.0,11.0,210000.0,,70000.0,,280000.0
US/EU,qualcomm10,"boulder, colorado",CO,US,staff engineer,10.0,5.0,120000.0,8000.0,5000.0,30000,133000.0
US/EU,microsoft,india,,IN,software engineer,1.5,0.8,22310.0,2230.0,4460.0,3000,29000.0
US/EU,cerner,"kansas city, mo",KS,US,system engineer,2.0,2.0,61000.0,0.0,3.0,1%,61003.0
US/EU,apple,"cupertino, ca",CA,US,software engineer,0.0,0.0,112000.0,34000.0,,25000,146000.0
US/EU,amazon development center,"hyderabad, india",,IN,software development engineer,1.0,1.0,1200000.0,500000.0,0.0,â_1000000,1700000.0
US/EU,plangrid,sf,,,software engineer,2.0,1.0,120000.0,0.0,0.0,"5,000",120000.0
US/EU,microsoft,"redmond, wa",WA,US,program manager 2,3.0,3.0,120000.0,10000.0,16000.0,10000,146000.0
US/EU,visa,foster city,,,sr software engineer,3.0,1.0,120000.0,20000.0,30000.0,15000,170000.0
US/EU,deloitte,washington dc,WA,US,federal analytics consultant,0.0,0.0,70000.0,10000.0,5000.0,,85000.0
US/EU,,auckland,,,senior sw engineer,18.0,0.5,140000.0,,,,140000.0
US/EU,self,southern california,CA,US,consultant,20.0,7.0,80000.0,,,,80000.0
US/EU,vndirect,"hanoi, vietnam",,VN,software engineer,4.0,1.0,6400.0,,,,6400.0
US/EU,direxion,new york,NY,US,trader,2.0,2.0,65000.0,0.0,25000.0,0,90000.0
US/EU,accenture,"bloomington, il",IL,US,senior business analyst,6.0,6.0,70000.0,,2000.0,,72000.0
US/EU,startup,new york,NY,US,"founder, cto",5.0,1.0,40000.0,,,,40000.0
US/EU,google,nyc,,,software engineeer iii,4.0,1.0,135000.0,0.0,20000.0,68000,155000.0
US/EU,ibm jti,jakarta,,,application developer,0.0,1.0,7500000.0,0.0,0.0,0,7500000.0
US/EU,credit processing industry,"detroit, mi",MI,US,systems engineer,14.0,1.0,120000.0,,,,120000.0
US/EU,mid-size startup,san francisco,,,software engineer,0.5,1.5,100000.0,0.0,10.0,approx. $25k,100010.0
US/EU,perforce,alameda,,,software developer,25.0,4.0,135000.0,0.0,10000.0,,145000.0
US/EU,google,san francisco,,,swe,3.0,2.0,130000.0,500000.0,45000.0,70000,675000.0
US/EU,google,san francisco,,,software engineer,2.5,1.0,123000.0,0.0,25000.0,40000,148000.0
US/EU,intel,"hillsboro, oregon",OR,US,software engineer,4.0,4.0,103000.0,0.0,10000.0,3500,113000.0
US/EU,flow international,seattle,,,mechanical engineer,4.0,3.0,69000.0,0.0,0.0,0,69000.0
US/EU,optum,minneapolis mn,MN,US,software developer,12.0,,101000.0,0.0,8500.0,2000,109500.0
US/EU,oracle,"chicago, il",IL,US,senior sales consultant,10.0,5.0,106000.0,0.0,50000.0,0,156000.0
US/EU,kapow,"chicago, il",IL,US,software engineer,4.0,1.5,100000.0,0.0,2500.0,0,102500.0
US/EU,ecommerce company,greater boston area,,,software engineer ii,2.0,1.0,120500.0,10000.0,12000.0,10000,142500.0
US/EU,mid-sized startup,"silicon valley, ca",CA,US,software engineer,0.0,0.0,109200.0,10000.0,0.0,Value is currently difficult to estimate,119200.0
US/EU,bae systems,"boston, massachusetts",MA,US,"burlington, ma",10.0,1.0,90.0,,,,90.0
US/EU,amazon,bangalore,,,sde2,8.0,8.0,5000000.0,,,,5000000.0
US/EU,samsung,irvine,,,software engineer staff 1,10.0,4.0,140000.0,,28000.0,,168000.0
US/EU,google,mountain view,,,software engineer ii,1.0,1.0,114500.0,15000.0,15000.0,45000,144500.0
US/EU,zappos,las vegas,,,product analyst,3.0,1.0,70000.0,,,,70000.0
US/EU,microsoft,"redmond, wa",WA,US,software engineer,1.0,1.0,112500.0,15000.0,,15000,127500.0
US/EU,facebook,new york,NY,US,software engineer,3.0,1.0,220000.0,100000.0,100000.0,300000,420000.0
US/EU,ondeck,nyc,,,data scientist,1.0,1.0,100000.0,0.0,5000.0,5000,105000.0
US/EU,google,mountain view,,,software engineer,8.0,8.0,250000.0,,75000.0,"800,000",325000.0
US/EU,microsoft,"redmond, wa, usa",WA,US,software engineer ii,,,122000.0,50000.0,15000.0,5000,187000.0
US/EU,microsoft,"redmond, wa",WA,US,software engineer,1.5,1.5,110000.0,5000.0,15000.0,10000,130000.0
US/EU,health startup,san bruno,,,senior software engineer,11.0,1.0,155000.0,0.0,0.0,0,155000.0
US/EU,tab,sydney,,,software engineer contractor,10.0,1.0,190000.0,,,,190000.0
US/EU,google,mtv,,,software engineer,10.0,2.0,160000.0,25000.0,30000.0,100000,215000.0
US/EU,google,new york,NY,US,software engineer,15.0,0.5,132000.0,0.0,20000.0,50000,152000.0
US/EU,disney,seattle,,,senior systems engineer,10.0,1.0,125000.0,20000.0,1500.0,4000,146500.0
US/EU,google,bay area,,,software engineer,,,160000.0,,30000.0,100000,190000.0
US/EU,startup,san francisco,,,software engineer,3.0,1.0,97000.0,0.0,0.0,0,97000.0
US/EU,thoughtworks,"pune, india",,IN,application developer,9.0,1.0,30500.0,0.0,0.0,0,30500.0
US/EU,series a - startup,palo alto,,,web lead engineer,,5.0,165000.0,0.0,10000.0,I will tell you when there is a liquidity event,175000.0
US/EU,bigcommerce,san francisco,,,software engineer 2,5.0,2.0,159500.0,0.0,0.0,30000,159500.0
US/EU,hft,nyc,,,software engineer,6.0,0.5,160000.0,20000.0,40000.0,,220000.0
US/EU,finance,san diego,,,technical development manager,10.0,1.0,141000.0,,600.0,,141600.0
US/EU,twilio,san francisco,,,director,5.0,2.0,190000.0,0.0,0.0,"100,000",190000.0
US/EU,amazon web services,seattle,,,software development engineer 2,5.0,3.0,130000.0,20000.0,,40000,150000.0
US/EU,-----,new york,NY,US,software developer,6.0,2.5,90000.0,0.0,5000.0,0,95000.0
US/EU,marketing agency,"austin, tx",TX,US,product manager / project manager,12.0,1.0,115000.0,0.0,17250.0,0,132250.0
US/EU,teespring,san francisco,,,software engineer,8.0,2.0,125.0,,,,125.0
US/EU,amazon,london,,,sde1,2.0,2.0,57516.0,17255.0,0.0,7189,74771.0
US/EU,yumbles,cyprus,,CY,customer service,5.0,0.0,12000.0,0.0,0.0,0,12000.0
US/EU,small startup,remote/everywhere/usa,,,support engineer,2.0,1.0,75000.0,0.0,0.0,0,75000.0
US/EU,ge,70170,LA,US,software engineer,2.0,2.0,64000.0,0.0,0.0,0,64000.0
US/EU,fintech,"san francisco, ca",CA,US,devops,6.0,1.0,140000.0,10000.0,,,150000.0
US/EU,yumbles,cyprus,,CY,marketing manager,3.0,0.0,18000.0,0.0,0.0,0,18000.0
US/EU,paypal,boston,,,android developer (soft eng ii),2.0,2.0,100000.0,2000.0,5000.0,10%,107000.0
US/EU,pariveda solutions,bellevue wa,WA,US,consultant 2,1.5,1.5,77000.0,5000.0,0.0,,82000.0
US/EU,tiny grant-funded company,nyc,,,software engineer,10.0,2.0,128000.0,0.0,0.0,0,128000.0
US/EU,square,san francisco,,,software engineer,10.0,1.5,150000.0,0.0,,15000,150000.0
US/EU,google,mountain view,,,test engineer,3.0,2.0,126000.0,0.0,25000.0,"30,000",151000.0
US/EU,carnegie mellon,"pittsburgh, pa",PA,US,research programmer,3.0,3.0,65000.0,0.0,0.0,0,65000.0
US/EU,amazon,seattle,,,sde i,2.0,2.0,92000.0,20000.0,0.0,"Initial grant of 53K vesting 5%, 15%, then 20% each 6 months",112000.0
US/EU,housing,mumbai,,,devops engineer,2.5,1.0,21027.0,0.0,0.0,0,21027.0
US/EU,mid size,silicon valley,,,senior software engineer,8.0,2.5,140000.0,0.0,14000.0,0,154000.0
US/EU,browserstack,"mumbai, india",,IN,software developer,1.0,1.0,1500000.0,,,,1500000.0
US/EU,google,mountain view,,,program manager,4.0,2.0,110000.0,5000.0,19000.0,20000,134000.0
US/EU,amazon,seattle,,,game developer,8.0,0.0,130000.0,0.0,30000.0,,160000.0
US/EU,netflix,"los gatos, ca",CA,US,senior software engineer,10.0,2.0,330000.0,,,,330000.0
US/EU,google,"mountain view, ca",CA,US,software engineer,6.0,1.0,155000.0,50000.0,24000.0,150000,229000.0
US/EU,major bank,washington d.c.,WA,US,senior software engineer,5.0,1.0,135000.0,10000.0,13000.0,"4,000",158000.0
US/EU,facebook,new york city,NY,US,software engineer,2.0,2.0,140000.0,75000.0,25000.0,60000,240000.0
US/EU,microsoft,shanghai,,,sde,2.0,1.0,225000.0,20000.0,,RMB: 50k,245000.0
US/EU,walmart,san bruno,,,software engineer,3.0,1.0,110000.0,10000.0,17000.0,20000,137000.0
US/EU,davanti consulting,"auckland, new zealand",,NZ,senior consultant (salesforce.com developer),4.0,1.0,50000.0,,5000.0,,55000.0
US/EU,shyp,"san francisco, ca",CA,US,engineer,,,145000.0,5000.0,,,150000.0
US/EU,boeing,everett,,,aerospace engineer,5.0,4.0,95000.0,0.0,4000.0,0,99000.0
US/EU,netflix,los gatos,,,sr software engineer,10.0,2.0,400000.0,,,,400000.0
US/EU,us navy,ridgecrest,,,computer scientist,3.0,3.0,58000.0,5000.0,1000.0,0,64000.0
US/EU,zoho,chennai,,,project manager,4.0,1.0,900000.0,0.0,75000.0,0,975000.0
US/EU,qualcomm,"bangalore, india",,IN,associate engineer,1.5,1.5,14000.0,2250.0,,2500,16250.0
US/EU,time warner cable,dallas texas usa,TX,US,network engineer 2,4.0,2.0,66000.0,0.0,4100.0,0,70100.0
US/EU,startup,sf,,,product manager,3.0,1.5,89000.0,0.0,16000.0,"5,000",105000.0
US/EU,facebook,san francisco,,,software engineer,4.0,1.0,128000.0,25000.0,12000.0,150000,165000.0
US/EU,walmart,sunnyvale,,,staff engineer,19.0,7.0,164000.0,0.0,33000.0,60000,197000.0
US/EU,acuta,"russia, spb",,RU,security testing engineer,2.0,1.0,7950.0,,,,7950.0
US/EU,driveu,"bangalore, india",,IN,platform engineer,2.0,0.0,13530.0,0.0,,,13530.0
US/EU,weishen industrial pvt ltd,singapore,,SG,operation execurive,5.0,3.5,32000.0,0.0,0.0,0,32000.0
US/EU,payments product startup,bangalore india,,IN,software engineer,3.0,0.5,,,,,0.0
US/EU,bloomreach,"bangalore, india",,IN,software engineer,6.0,,40000.0,,5000.0,,45000.0
US/EU,cisco,san francisco,,,software engineer,1.5,1.5,110000.0,15000.0,22000.0,36000,147000.0
US/EU,google,mountain view,,,software engineer,2.0,0.0,115000.0,0.0,17000.0,46000,132000.0
US/EU,amazon,seattle,,,sde,7.0,5.0,125000.0,,,,125000.0
US/EU,amazon,seattle,,,software development engineer ii,3.5,3.5,113000.0,39000.0,,48111,152000.0
US/EU,unnamed hardware startup,san francisco,,,electrical design engineer,6.0,1.0,150000.0,,,0.50%,150000.0
US/EU,ibm watson,san jose,,,software engineer,1.0,1.0,87000.0,5000.0,500.0,0,92500.0
US/EU,series b startup,san francisco,,,software engineer,15.0,3.5,160000.0,0.0,30000.0,,190000.0
US/EU,manulife,singapore,,SG,data scientist,7.0,0.0,123000.0,2200.0,20000.0,0,145200.0
US/EU,box,"redwood city, ca",CA,US,staff software engineer,11.0,2.0,210000.0,100000.0,0.0,"50,000",310000.0
US/EU,gaming startup 50 employees,san francisco,,,product manager,4.0,1.0,100000.0,0.0,0.0,8000,100000.0
US/EU,thoughtworks,"pune, india",,IN,application developer,3.5,3.5,10000.0,0.0,0.0,0,10000.0
US/EU,economic consulting,california,CA,US,economist,1.0,1.0,200000.0,50000.0,25000.0,0,275000.0
US/EU,intel,boulder,,,swe,0.0,1.0,90000.0,7000.0,5.0,0,97005.0
US/EU,microsoft,san francisco,,,senior software engineet,8.0,1.0,180000.0,15000.0,30000.0,"10,000",225000.0
US/EU,mozilla,san francisco,,,senior software engineer,8.0,4.5,125000.0,10000.0,50000.0,0,185000.0
US/EU,llnl,livermore,,,computer scientist (ses.4),14.0,6.0,182000.0,0.0,2700.0,0,184700.0
US/EU,twitter,not a coast,,,software engineer ii,4.0,0.0,115000.0,0.0,11000.0,22500,126000.0
US/EU,veritas llc,mountain view,,,principal software engineer,15.0,11.0,132000.0,0.0,8000.0,0,140000.0
US/EU,amazon,sunnyvale,,,software development engineer ii,8.0,2.0,167000.0,25000.0,,25000,192000.0
US/EU,sncf,france,,FR,embedded systems developer,6.0,1.0,25000.0,,,,25000.0
US/EU,cal fire,"sacramento, ca",CA,US,systems software specliast i,11.0,0.0,82000.0,0.0,0.0,0,82000.0
US/EU,gameforge,germany,,DE,lead developer,15.0,,72000.0,0.0,0.0,0,72000.0
US/EU,justin.tv,san francisco,,,communist sympathizer engineer,7.0,3.0,140.0,10.0,10.0,200,160.0
US/EU,raytheon,sunnyvale,,,electrical engineer,0.0,1.0,74000.0,0.0,0.0,0,74000.0
US/EU,50 person startup,mountain view,,,senior software engineer,7.0,4.0,180000.0,20000.0,0.0,5000,200000.0
US/EU,google,sf,,,software engineer,1.0,1.0,136.0,10.0,20.0,40,166.0
US/EU,apple,cupertino,,,software engineer,5.0,1.0,160000.0,30000.0,12000.0,100000,202000.0
US/EU,lawrence livermore national laboratory,"livermore, california",CA,US,computer scientist,3.75,3.75,128500.0,5000.0,0.0,0%,133500.0
US/EU,series c startup,san francisco,,,software engineer,1.0,1.0,109000.0,,,250000,109000.0
US/EU,amazon,"seattle, wa",WA,US,sdet,1.5,1.5,92000.0,,,,92000.0
US/EU,~20 person startup,boston,,,software engineer,0.0,0.0,85000.0,0.0,0.0,,85000.0
US/EU,hired,"san francisco, ca",CA,US,product engineer,3.0,0.0,135000.0,0.0,0.0,20000,135000.0
US/EU,kalibrr,"manila, philippines",,PH,product designer,4.0,1.0,10000.0,0.0,1000.0,0,11000.0
US/EU,ge digital,"san ramon, ca",CA,US,software business operations analyst,3.0,1.0,95000.0,10000.0,,,105000.0
US/EU,boeing,"seattle, wa",WA,US,devops - it rotation program,2.0,2.0,72000.0,5000.0,4000.0,,81000.0
US/EU,government,"athens, greece",,GR,forensic examiner,6.0,4.0,22176.0,0.0,0.0,0,22176.0
US/EU,cisco,san jose,,,it engineer,2.5,2.5,88000.0,10000.0,4400.0,0,102400.0
US/EU,techlogix,"karachi, pakistan",,PK,software engineer,1.0,1.0,600000.0,,,,600000.0
US/EU,facebook,menlo park,,,production engineer,3.0,2.0,140000.0,10000.0,10.0,35000,150010.0
US/EU,secret,secret,,,software developer,16.0,16.0,40500.0,0.0,0.0,0,40500.0
US/EU,broadcom,san jose,,,firmware engineer,4.0,4.0,95000.0,4500.0,10000.0,10000,109500.0
US/EU,sioux embedded systems,"eindhoven, the netherlands",,NL,senior software engineer,3.0,3.0,41000.0,0.0,0.0,0,41000.0
US/EU,amazon,seattle,,,sde ii,4.0,1.5,105000.0,60000.0,,90000,165000.0
US/EU,ram,chennai,,,sr. software eng.,3.0,3.0,52000.0,5200.0,1400.0,12500,58600.0
US/EU,voicempower,abu dhabi,,,software developer,6.0,3.0,11000.0,,,,11000.0
US/EU,juniper networks,"sunnyvale, ca",CA,US,software engineer,6.0,5.0,120000.0,10000.0,17000.0,0,147000.0
US/EU,ibm research africa,kenya,,KE,software application developer,2.0,1.5,14000.0,0.0,0.0,0,14000.0
US/EU,freshdesk,chennai,,,product developer,4.0,0.25,16543.0,,,,16543.0
US/EU,fpt software,"hanoi, vietnam",,VN,software developer,1.0,1.0,3400.0,,,,3400.0
US/EU,linkedin,mountain view,,,sr software engineer,8.0,1.0,165000.0,25.0,8800.0,75000,173825.0
US/EU,grab,singapore,,SG,product manager,3.0,1.0,90000.0,2000.0,15000.0,5000,107000.0
US/EU,amazon,dubin,,,sde ii,15.0,3.0,87000.0,8000.0,,32000,95000.0
US/EU,twitter,san francisco,,,software engineer ii,3.0,2.0,155000.0,,,75000,155000.0
US/EU,apple,cupertino,,,software engineering manager,10.0,2.0,160000.0,100000.0,20000.0,,280000.0
US/EU,atlassian,san francisco,,,senior software engineer,6.0,1.0,155000.0,0.0,75000.0,25000,230000.0
US/EU,gumtree,"richmond, surrey",,,software engineer,15.0,5.0,118026.0,,7110.0,"å£5,000",125136.0
US/EU,series b startup,palo alto,,,engineer,7.0,1.0,170000.0,0.0,0.0,0.10%,170000.0
US/EU,amazon,"seattle, wa",WA,US,software development engineer (sde i),1.0,1.0,100000.0,25000.0,,"25,000",125000.0
US/EU,kimetrica,nairobi,,,software developer,5.0,2.0,6031.04,,,,6031.04
US/EU,dr.agarwals eye hospital,chennai,,,vice president,3.0,1.0,240000.0,0.0,20000.0,2.50%,260000.0
US/EU,self employed,netherlands,,NL,programmer,8.0,3.0,60000.0,0.0,0.0,0,60000.0
US/EU,rando consulting,sf bay area,,,front-end engineer,3.0,1.0,75000.0,0.0,0.0,0,75000.0
US/EU,workday,"pleasanton, ca",CA,US,associate application developer,0.0,0.0,90000.0,10000.0,,,100000.0
US/EU,private bank,"geneva, switzerland",,CH,it auditor,9.0,8.0,130000.0,0.0,10000.0,0,140000.0
US/EU,small b2b,"berlin, germany",,DE,software developer,4.0,,73000.0,11000.0,,10000,84000.0
US/EU,autodesk,san francisco,,,devops engineer,4.0,2.0,125000.0,0.0,12000.0,10000,137000.0
US/EU,series a funded startup,"san francisco, ca",CA,US,vp of product,10.0,1.0,145000.0,,,10000,145000.0
US/EU,sas,glasgow,,,software developer,3.0,0.0,51192.0,0.0,6399.0,å£0,57591.0
US/EU,a mbanking company,"dhaka, bangladesh",,BD,sr. software engineer,5.0,0.3,24000.0,,2000.0,,26000.0
US/EU,capgemini,spain,,ES,senior consultant,8.0,2.0,24000.0,0.0,0.0,0,24000.0
US/EU,stinkdigital,london,,,web developer,1.0,1.0,25000.0,0.0,0.0,0,25000.0
US/EU,stinkdigital,london,,,web developer,1.0,1.0,25000.0,0.0,0.0,0,25000.0
US/EU,99designs,"melbourne, australia",,AU,developer,5.0,3.0,75000.0,1000.0,500.0,,76500.0
US/EU,zenefits,san francisco,,,software engineer,4.0,1.0,146000.0,0.0,0.0,,146000.0
US/EU,large tech coy,singapore,,SG,senior software engineer,6.0,1.0,103000.0,0.0,0.0,38000 SGD / year,103000.0
US/EU,small b2b software consultancy,"chisinau, moldova",,MD,senior software engineer,8.0,5.0,25000.0,0.0,0.0,0,25000.0
US/EU,ddime,bangalore,,,developer,6.0,3.0,100000.0,3000.0,900.0,1000,103900.0
US/EU,:),hong kong,,HK,junior software engineer,1.0,1.0,0.0,0.0,0.0,0,0.0
US/EU,brd,bonn,,,lead developer,2.5,0.0,55000.0,,,,55000.0
US/EU,small company,remote,,,software developer,1.0,1.0,70000.0,0.0,0.0,0,70000.0
US/EU,fast fashion retailer,"stockholm, sweden",,SE,application expert,1.5,1.5,46500.0,0.0,0.0,0,46500.0
US/EU,ml,vietnam,,VN,software developer,4.0,4.0,20000.0,0.0,0.0,0,20000.0
US/EU,intuit,"mountain view, ca",CA,US,software engineer i,1.0,1.0,100000.0,5000.0,10000.0,"20,000",115000.0
US/EU,fyber,berlin,,,senior engineer,10.0,2.0,65000.0,,,,65000.0
US/EU,small tech company,michigan,MI,US,devops,1.0,1.0,55000.0,0.0,,0,55000.0
US/EU,technical  of brunswick,"germany, brunswick",,DE,apprentice as software developer,6.0,1.0,10000.0,,,,10000.0
US/EU,intel,"portland, or",OR,US,validation engineer,4.0,3.0,80000.0,5000.0,7000.0,,92000.0
US/EU,kt,"chicago, il",IL,US,software developer,5.0,2.0,80000.0,0.0,0.0,0,80000.0
US/EU,optus,sydney,,,ios developer,1.0,1.0,60000.0,,6000.0,,66000.0
US/EU,freelance,morocco,,MA,software enginere,6.0,1.0,60000.0,0.0,0.0,0,60000.0
US/EU,navaru,"constanta, romania",,OM,frontend developer,8.0,5.0,2400.0,,,,2400.0
US/EU,non-start-up (~100 employees),the netherlands,,NL,r&d sw engineer,18.0,,60000.0,,4500.0,,64500.0
US/EU,mintlab,amsterdam,,,senior developer,7.0,3.5,58240.0,,,,58240.0
US/EU,education it,sydney,,,junior software developer,2.0,2.0,45000.0,0.0,0.0,1500,45000.0
US/EU,cluster reply srl,italy,,IT,senior consultant,5.0,4.0,34000.0,0.0,4000.0,0,38000.0
US/EU,small italian consultancy firm (50+),"turin, italy",,IT,senior software developer,8.0,2.0,26000.0,,2000.0,,28000.0
US/EU,facebook,"menlo park, ca",CA,US,software engineering intern,0.0,0.25,8400.0,0.0,0.0,0,8400.0
US/EU,startup,london,,,technical lead,10.0,1.0,68000.0,0.0,0.0,0,68000.0
US/EU,some call centre,"manchester, uk",,,junior developer,3.0,1.0,28440.0,,,-,28440.0
US/EU,cisco,israel,,IL,system engineer,4.0,4.0,85000.0,0.0,10000.0,5000,95000.0
US/EU,industrial company,"casablanca, morocco",,MA,finance manager,3.0,0.0,13200.0,0.0,,0,13200.0
US/EU,small company,"london, uk",,,software developer,5.0,0.5,88164.0,0.0,2844.0,0,91008.0
US/EU,stock broker,"barcelona, spain",,ES,junior web developer,1.5,1.5,20000.0,0.0,3000.0,0,23000.0
US/EU,self-employed,berlin,,,senior software engineer,12.0,6.0,60000.0,0.0,0.0,0,60000.0
US/EU,it minds,"copenhagen, denmark",,DK,it consultent,2.0,2.0,60000.0,0.0,0.0,0,60000.0
US/EU,self employed,remote,,,full stack web dev (consultant),19.0,8.0,58000.0,,,,58000.0
US/EU,sberbank,"moscow, russia",,RU,oracle database developer,15.0,1.0,24000.0,0.0,0.0,0,24000.0
US/EU,bob,pa,,,director,10.0,8.0,60000.0,0.0,0.0,0,60000.0
US/EU,visa,singapore,,SG,software engineer,2.0,0.0,50000.0,2500.0,10.0,Not sure,52510.0
US/EU,edmond mcconnel,kiev,,,linux engineer,5.0,3.0,1520.0,,,,1520.0
US/EU,health ensurance company,germany,,DE,system engineer,10.0,10.0,67200.0,,,,67200.0
US/EU,fortech s.r.l,"cluj-napoca, romania",,OM,senior software engineer,3.0,1.0,25200.0,0.0,0.0,0,25200.0
US/EU,30 person startup,"munich, germany",,DE,software engineer,6.0,1.0,46000.0,,,,46000.0
US/EU,ab   dalen,dalas,,,production  manager,10.0,6.0,982032.0,,,,982032.0
US/EU,us based company,"athens, greece (remote)",,GR,software engineer,8.0,1.5,97000.0,,2000.0,,99000.0
US/EU,transplace,"greenville, sc",SC,US,senior software architect,5.0,4.0,75000.0,,,,75000.0
US/EU,funded startup,london,,,senior developer,5.0,1.0,72000.0,0.0,0.0,0,72000.0
US/EU,small agency,ireland,,IE,senior developer,15.0,1.0,50000.0,0.0,3000.0,0,53000.0
US/EU,tut,south africa,,ZA,junior lecturer,15.0,8.0,260000.0,,,,260000.0
US/EU,n-a,switzerland,,CH,security,6.0,1.0,115000.0,0.0,0.0,,115000.0
US/EU,a vfx studio,london,,,software developer,10.0,5.0,71419.95,0.0,0.0,0,71419.95
US/EU,microsoft,"seattle, wa",WA,US,software developer engineer 2,7.0,7.0,130000.0,30000.0,12000.0,"7,000",172000.0
US/EU,nda,istanbul,,,software developer,2.5,0.5,23000.0,0.0,0.0,0,23000.0
US/EU,pbs,dc,,,tech lead,9.0,1.0,125000.0,3000.0,,na,128000.0
US/EU,dimension data,melbourne,,,s/w engineer,,,65000.0,0.0,0.0,0,65000.0
US/EU,hpe,arbedo,,,software engineer,0.5,0.5,70200.0,,,,70200.0
US/EU,livelo,brasil,,,software engineer,15.0,1.0,52000.0,,12000.0,,64000.0
US/EU,reply spa,"milan, italy",,IT,consultant,4.0,1.0,31000.0,0.0,2000.0,0,33000.0
US/EU,general electric,"cramlington, uk",,,software engineer,8.0,1.0,51192.0,0.0,0.0,0,51192.0
US/EU,tt-netvÌ_rket,denmark,,DK,student worker,3.0,3.0,13500.0,,,,13500.0
US/EU,the univerisity of sheffield (top 5 nationally),uk,,,systems developer,3.0,3.0,35550.0,,,,35550.0
US/EU,cloudreach,edinburgh,,,devops engineer,2.0,3.0,20000.0,0.0,0.0,0,20000.0
US/EU,sully-group,strasbourg,,,it engineer,5.0,2.0,25000.0,0.0,300.0,0,25300.0
US/EU,freelance,"cluj-napoca, romania",,OM,software developer,8.0,1.0,42000.0,,,,42000.0
US/EU,avast,prague,,,security engineer,7.0,3.0,40000.0,0.0,0.0,0,40000.0
US/EU,early stage startup,"stockholm, sweden",,SE,head of tech (first engineer),10.0,0.5,73000.0,0.0,0.0,,73000.0
US/EU,less than 20 employees,brussels,,,full-stack developer,1.0,1.0,27600.0,0.0,0.0,0,27600.0
US/EU,goldman sachs,london,,,analyst,1.0,1.0,39000.0,6000.0,,,45000.0
US/EU,cisco,"reading, uk",,,software engineer,5.0,3.5,68256.0,0.0,17064.0,5000GBP,85320.0
US/EU,axis communications,"lund, sweden",,SE,experienced software engineer,9.0,6.0,510000.0,,,,510000.0
US/EU,oracle,"cape town, south africa",,ZA,software developer,0.0,1.0,32000.0,,,,32000.0
